,ANGOSTURA,CARABUCO,CHOQUETANGA,KANATA,SAN JOSE 1,SANTA ISABEL
1981-01-09 17:00:00,0.19670264046548958,0.8188396917944536,0.29112067393548385,0.4010488030503979,0.07645545412983872,0.07331629573197236
1981-01-09 18:00:00,0.19670264046548958,0.8188396917944536,0.29112067393548385,0.4010488030503979,0.07645545412983872,0.07331629573197236
1981-01-09 19:00:00,0.19670264046548958,0.8188396917944536,0.29112067393548385,0.4010488030503979,0.07645545412983872,0.07331629573197236
1981-01-09 20:00:00,0.19670264046548958,0.8188396917944536,0.29112067393548385,0.4010488030503979,0.07645545412983872,0.07331629573197236
1981-01-09 21:00:00,0.19670264046548958,0.8188396917944536,0.29112067393548385,0.4010488030503979,0.07645545412983872,0.07331629573197236
1981-01-09 22:00:00,0.19670264046548958,0.8188396917944536,0.29112067393548385,0.4010488030503979,0.07645545412983872,0.07331629573197236
1981-01-09 23:00:00,0.19670264046548958,0.8188396917944536,0.29112067393548385,0.4010488030503979,0.07645545412983872,0.07331629573197236
1981-01-10 00:00:00,0.22235950661316217,0.9397421966231648,0.3383294318709678,0.4010488030503979,0.11279071945887097,0.10903449108857424
1981-01-10 01:00:00,0.22235950661316217,0.9397421966231648,0.3383294318709678,0.4010488030503979,0.11279071945887097,0.10903449108857424
1981-01-10 02:00:00,0.22235950661316217,0.9397421966231648,0.3383294318709678,0.4010488030503979,0.11279071945887097,0.10903449108857424
1981-01-10 03:00:00,0.22235950661316217,0.9397421966231648,0.3383294318709678,0.4010488030503979,0.11279071945887097,0.10903449108857424
1981-01-10 04:00:00,0.22235950661316217,0.9397421966231648,0.3383294318709678,0.4010488030503979,0.11279071945887097,0.10903449108857424
1981-01-10 05:00:00,0.22235950661316217,0.9397421966231648,0.3383294318709678,0.4010488030503979,0.11279071945887097,0.10903449108857424
1981-01-10 06:00:00,0.22235950661316217,0.9397421966231648,0.3383294318709678,0.4010488030503979,0.11279071945887097,0.10903449108857424
1981-01-10 07:00:00,0.22235950661316217,0.9397421966231648,0.3383294318709678,0.4010488030503979,0.11279071945887097,0.10903449108857424
1981-01-10 08:00:00,0.22235950661316217,0.9397421966231648,0.3383294318709678,0.4010488030503979,0.11279071945887097,0.10903449108857424
1981-01-10 09:00:00,0.22235950661316217,0.9397421966231648,0.3383294318709678,0.4010488030503979,0.11279071945887097,0.10903449108857424
1981-01-10 10:00:00,0.22235950661316217,0.9397421966231648,0.3383294318709678,0.4010488030503979,0.11279071945887097,0.10903449108857424
1981-01-10 11:00:00,0.22235950661316217,0.9397421966231648,0.3383294318709678,0.4010488030503979,0.11279071945887097,0.10903449108857424
1981-01-10 12:00:00,0.22235950661316217,0.9397421966231648,0.3383294318709678,0.4010488030503979,0.11279071945887097,0.10903449108857424
1981-01-10 13:00:00,0.22235950661316217,0.9397421966231648,0.3383294318709678,0.4010488030503979,0.11279071945887097,0.10903449108857424
1981-01-10 14:00:00,0.22235950661316217,0.9397421966231648,0.3383294318709678,0.4010488030503979,0.11279071945887097,0.10903449108857424
1981-01-10 15:00:00,0.22235950661316217,0.9397421966231648,0.3383294318709678,0.4010488030503979,0.11279071945887097,0.10903449108857424
1981-01-10 16:00:00,0.22235950661316217,0.9397421966231648,0.3383294318709678,0.4010488030503979,0.11279071945887097,0.10903449108857424
1981-01-10 17:00:00,0.22235950661316217,0.9397421966231648,0.3383294318709678,0.4010488030503979,0.11279071945887097,0.10903449108857424
1981-01-10 18:00:00,0.22235950661316217,0.9397421966231648,0.3383294318709678,0.4010488030503979,0.11279071945887097,0.10903449108857424
1981-01-10 19:00:00,0.22235950661316217,0.9397421966231648,0.3383294318709678,0.4010488030503979,0.11279071945887097,0.10903449108857424
1981-01-10 20:00:00,0.22235950661316217,0.9397421966231648,0.3383294318709678,0.4010488030503979,0.11279071945887097,0.10903449108857424
1981-01-10 21:00:00,0.22235950661316217,0.9397421966231648,0.3383294318709678,0.4010488030503979,0.11279071945887097,0.10903449108857424
1981-01-10 22:00:00,0.22235950661316217,0.9397421966231648,0.3383294318709678,0.4010488030503979,0.11279071945887097,0.10903449108857424
1981-01-10 23:00:00,0.22235950661316217,0.9397421966231648,0.3383294318709678,0.4010488030503979,0.11279071945887097,0.10903449108857424
1981-01-11 00:00:00,0.4105098583627608,1.731104046411093,0.621581979483871,0.4010488030503979,0.15720048819435486,0.15133235401086603
1981-01-11 01:00:00,0.4105098583627608,1.731104046411093,0.621581979483871,0.4010488030503979,0.15720048819435486,0.15133235401086603
1981-01-11 02:00:00,0.4105098583627608,1.731104046411093,0.621581979483871,0.4010488030503979,0.15720048819435486,0.15133235401086603
1981-01-11 03:00:00,0.4105098583627608,1.731104046411093,0.621581979483871,0.4010488030503979,0.15720048819435486,0.15133235401086603
1981-01-11 04:00:00,0.4105098583627608,1.731104046411093,0.621581979483871,0.4010488030503979,0.15720048819435486,0.15133235401086603
1981-01-11 05:00:00,0.4105098583627608,1.731104046411093,0.621581979483871,0.4010488030503979,0.15720048819435486,0.15133235401086603
1981-01-11 06:00:00,0.4105098583627608,1.731104046411093,0.621581979483871,0.4010488030503979,0.15720048819435486,0.15133235401086603
1981-01-11 07:00:00,0.4105098583627608,1.731104046411093,0.621581979483871,0.4010488030503979,0.15720048819435486,0.15133235401086603
1981-01-11 08:00:00,0.4105098583627608,1.731104046411093,0.621581979483871,0.4010488030503979,0.15720048819435486,0.15133235401086603
1981-01-11 09:00:00,0.4105098583627608,1.731104046411093,0.621581979483871,0.4010488030503979,0.15720048819435486,0.15133235401086603
1981-01-11 10:00:00,0.4105098583627608,1.731104046411093,0.621581979483871,0.4010488030503979,0.15720048819435486,0.15133235401086603
1981-01-11 11:00:00,0.4105098583627608,1.731104046411093,0.621581979483871,0.4010488030503979,0.15720048819435486,0.15133235401086603
1981-01-11 12:00:00,0.4105098583627608,1.731104046411093,0.621581979483871,0.4010488030503979,0.15720048819435486,0.15133235401086603
1981-01-11 13:00:00,0.4105098583627608,1.731104046411093,0.621581979483871,0.4010488030503979,0.15720048819435486,0.15133235401086603
1981-01-11 14:00:00,0.4105098583627608,1.731104046411093,0.621581979483871,0.4010488030503979,0.15720048819435486,0.15133235401086603
1981-01-11 15:00:00,0.4105098583627608,1.731104046411093,0.621581979483871,0.4010488030503979,0.15720048819435486,0.15133235401086603
1981-01-11 16:00:00,0.4105098583627608,1.731104046411093,0.621581979483871,0.4010488030503979,0.15720048819435486,0.15133235401086603
1981-01-11 17:00:00,0.4105098583627608,1.731104046411093,0.621581979483871,0.4010488030503979,0.15720048819435486,0.15133235401086603
1981-01-11 18:00:00,0.4105098583627608,1.731104046411093,0.621581979483871,0.4010488030503979,0.15720048819435486,0.15133235401086603
1981-01-11 19:00:00,0.4105098583627608,1.731104046411093,0.621581979483871,0.4010488030503979,0.15720048819435486,0.15133235401086603
1981-01-11 20:00:00,0.4105098583627608,1.731104046411093,0.621581979483871,0.4010488030503979,0.15720048819435486,0.15133235401086603
1981-01-11 21:00:00,0.4105098583627608,1.731104046411093,0.621581979483871,0.4010488030503979,0.15720048819435486,0.15133235401086603
1981-01-11 22:00:00,0.4105098583627608,1.731104046411093,0.621581979483871,0.4010488030503979,0.15720048819435486,0.15133235401086603
1981-01-11 23:00:00,0.4105098583627608,1.731104046411093,0.621581979483871,0.4010488030503979,0.15720048819435486,0.15133235401086603
1981-01-12 00:00:00,0.5302419003852327,2.231200770929853,0.8025488849032257,0.4010488030503979,0.5447766517040323,0.5235535477270333
1981-01-12 01:00:00,0.5302419003852327,2.231200770929853,0.8025488849032257,0.4010488030503979,0.5447766517040323,0.5235535477270333
1981-01-12 02:00:00,0.5302419003852327,2.231200770929853,0.8025488849032257,0.4010488030503979,0.5447766517040323,0.5235535477270333
1981-01-12 03:00:00,0.5302419003852327,2.231200770929853,0.8025488849032257,0.4010488030503979,0.5447766517040323,0.5235535477270333
1981-01-12 04:00:00,0.5302419003852327,2.231200770929853,0.8025488849032257,0.4010488030503979,0.5447766517040323,0.5235535477270333
1981-01-12 05:00:00,0.5302419003852327,2.231200770929853,0.8025488849032257,0.4010488030503979,0.5447766517040323,0.5235535477270333
1981-01-12 06:00:00,0.5302419003852327,2.231200770929853,0.8025488849032257,0.4010488030503979,0.5447766517040323,0.5235535477270333
1981-01-12 07:00:00,0.5302419003852327,2.231200770929853,0.8025488849032257,0.4010488030503979,0.5447766517040323,0.5235535477270333
1981-01-12 08:00:00,0.5302419003852327,2.231200770929853,0.8025488849032257,0.4010488030503979,0.5447766517040323,0.5235535477270333
1981-01-12 09:00:00,0.5302419003852327,2.231200770929853,0.8025488849032257,0.4010488030503979,0.5447766517040323,0.5235535477270333
1981-01-12 10:00:00,0.5302419003852327,2.231200770929853,0.8025488849032257,0.4010488030503979,0.5447766517040323,0.5235535477270333
1981-01-12 11:00:00,0.5302419003852327,2.231200770929853,0.8025488849032257,0.4010488030503979,0.5447766517040323,0.5235535477270333
1981-01-12 12:00:00,0.5302419003852327,2.231200770929853,0.8025488849032257,0.4010488030503979,0.5447766517040323,0.5235535477270333
1981-01-12 13:00:00,0.5302419003852327,2.231200770929853,0.8025488849032257,0.4010488030503979,0.5447766517040323,0.5235535477270333
1981-01-12 14:00:00,0.5302419003852327,2.231200770929853,0.8025488849032257,0.4010488030503979,0.5447766517040323,0.5235535477270333
1981-01-12 15:00:00,0.5302419003852327,2.231200770929853,0.8025488849032257,0.4010488030503979,0.5447766517040323,0.5235535477270333
1981-01-12 16:00:00,0.5302419003852327,2.231200770929853,0.8025488849032257,0.4010488030503979,0.5447766517040323,0.5235535477270333
1981-01-12 17:00:00,0.5302419003852327,2.231200770929853,0.8025488849032257,0.4010488030503979,0.5447766517040323,0.5235535477270333
1981-01-12 18:00:00,0.5302419003852327,2.231200770929853,0.8025488849032257,0.4010488030503979,0.5447766517040323,0.5235535477270333
1981-01-12 19:00:00,0.5302419003852327,2.231200770929853,0.8025488849032257,0.4010488030503979,0.5447766517040323,0.5235535477270333
1981-01-12 20:00:00,0.5302419003852327,2.231200770929853,0.8025488849032257,0.4010488030503979,0.5447766517040323,0.5235535477270333
1981-01-12 21:00:00,0.5302419003852327,2.231200770929853,0.8025488849032257,0.4010488030503979,0.5447766517040323,0.5235535477270333
1981-01-12 22:00:00,0.5302419003852327,2.231200770929853,0.8025488849032257,0.4010488030503979,0.5447766517040323,0.5235535477270333
1981-01-12 23:00:00,0.5302419003852327,2.231200770929853,0.8025488849032257,0.4010488030503979,0.5447766517040323,0.5235535477270333
1981-01-13 00:00:00,1.3085001735313,5.468090559298532,1.9591634543225809,0.4010488030503979,1.1102442183870969,1.0677860506605201
1981-01-13 01:00:00,1.3085001735313,5.468090559298532,1.9591634543225809,0.4010488030503979,1.1102442183870969,1.0677860506605201
1981-01-13 02:00:00,1.3085001735313,5.468090559298532,1.9591634543225809,0.4010488030503979,1.1102442183870969,1.0677860506605201
1981-01-13 03:00:00,1.3085001735313,5.468090559298532,1.9591634543225809,0.4010488030503979,1.1102442183870969,1.0677860506605201
1981-01-13 04:00:00,1.3085001735313,5.468090559298532,1.9591634543225809,0.4010488030503979,1.1102442183870969,1.0677860506605201
1981-01-13 05:00:00,1.3085001735313,5.468090559298532,1.9591634543225809,0.4010488030503979,1.1102442183870969,1.0677860506605201
1981-01-13 06:00:00,1.3085001735313,5.468090559298532,1.9591634543225809,0.4010488030503979,1.1102442183870969,1.0677860506605201
1981-01-13 07:00:00,1.3085001735313,5.468090559298532,1.9591634543225809,0.4010488030503979,1.1102442183870969,1.0677860506605201
1981-01-13 08:00:00,1.3085001735313,5.468090559298532,1.9591634543225809,0.4010488030503979,1.1102442183870969,1.0677860506605201
1981-01-13 09:00:00,1.3085001735313,5.468090559298532,1.9591634543225809,0.4010488030503979,1.1102442183870969,1.0677860506605201
1981-01-13 10:00:00,1.3085001735313,5.468090559298532,1.9591634543225809,0.4010488030503979,1.1102442183870969,1.0677860506605201
1981-01-13 11:00:00,1.3085001735313,5.468090559298532,1.9591634543225809,0.4010488030503979,1.1102442183870969,1.0677860506605201
1981-01-13 12:00:00,1.3085001735313,5.468090559298532,1.9591634543225809,0.4010488030503979,1.1102442183870969,1.0677860506605201
1981-01-13 13:00:00,1.3085001735313,5.468090559298532,1.9591634543225809,0.4010488030503979,1.1102442183870969,1.0677860506605201
1981-01-13 14:00:00,1.3085001735313,5.468090559298532,1.9591634543225809,0.4010488030503979,1.1102442183870969,1.0677860506605201
1981-01-13 15:00:00,1.3085001735313,5.468090559298532,1.9591634543225809,0.4010488030503979,1.1102442183870969,1.0677860506605201
1981-01-13 16:00:00,1.3085001735313,5.468090559298532,1.9591634543225809,0.4010488030503979,1.1102442183870969,1.0677860506605201
1981-01-13 17:00:00,1.3085001735313,5.468090559298532,1.9591634543225809,0.4010488030503979,1.1102442183870969,1.0677860506605201
1981-01-13 18:00:00,1.3085001735313,5.468090559298532,1.9591634543225809,0.4010488030503979,1.1102442183870969,1.0677860506605201
1981-01-13 19:00:00,1.3085001735313,5.468090559298532,1.9591634543225809,0.4010488030503979,1.1102442183870969,1.0677860506605201
1981-01-13 20:00:00,1.3085001735313,5.468090559298532,1.9591634543225809,0.4010488030503979,1.1102442183870969,1.0677860506605201
1981-01-13 21:00:00,1.3085001735313,5.468090559298532,1.9591634543225809,0.4010488030503979,1.1102442183870969,1.0677860506605201
1981-01-13 22:00:00,1.3085001735313,5.468090559298532,1.9591634543225809,0.4010488030503979,1.1102442183870969,1.0677860506605201
1981-01-13 23:00:00,1.3085001735313,5.468090559298532,1.9591634543225809,0.4010488030503979,1.1102442183870969,1.0677860506605201
1981-01-14 00:00:00,1.1802158427929372,4.940515992773246,1.7703284225806453,0.4010488030503979,0.8992978168935485,0.8647563086335198
1981-01-14 01:00:00,1.1802158427929372,4.940515992773246,1.7703284225806453,0.4010488030503979,0.8992978168935485,0.8647563086335198
1981-01-14 02:00:00,1.1802158427929372,4.940515992773246,1.7703284225806453,0.4010488030503979,0.8992978168935485,0.8647563086335198
1981-01-14 03:00:00,1.1802158427929372,4.940515992773246,1.7703284225806453,0.4010488030503979,0.8992978168935485,0.8647563086335198
1981-01-14 04:00:00,1.1802158427929372,4.940515992773246,1.7703284225806453,0.4010488030503979,0.8992978168935485,0.8647563086335198
1981-01-14 05:00:00,1.1802158427929372,4.940515992773246,1.7703284225806453,0.4010488030503979,0.8992978168935485,0.8647563086335198
1981-01-14 06:00:00,1.1802158427929372,4.940515992773246,1.7703284225806453,0.4010488030503979,0.8992978168935485,0.8647563086335198
1981-01-14 07:00:00,1.1802158427929372,4.940515992773246,1.7703284225806453,0.4010488030503979,0.8992978168935485,0.8647563086335198
1981-01-14 08:00:00,1.1802158427929372,4.940515992773246,1.7703284225806453,0.4010488030503979,0.8992978168935485,0.8647563086335198
1981-01-14 09:00:00,1.1802158427929372,4.940515992773246,1.7703284225806453,0.4010488030503979,0.8992978168935485,0.8647563086335198
1981-01-14 10:00:00,1.1802158427929372,4.940515992773246,1.7703284225806453,0.4010488030503979,0.8992978168935485,0.8647563086335198
1981-01-14 11:00:00,1.1802158427929372,4.940515992773246,1.7703284225806453,0.4010488030503979,0.8992978168935485,0.8647563086335198
1981-01-14 12:00:00,1.1802158427929372,4.940515992773246,1.7703284225806453,0.4010488030503979,0.8992978168935485,0.8647563086335198
1981-01-14 13:00:00,1.1802158427929372,4.940515992773246,1.7703284225806453,0.4010488030503979,0.8992978168935485,0.8647563086335198
1981-01-14 14:00:00,1.1802158427929372,4.940515992773246,1.7703284225806453,0.4010488030503979,0.8992978168935485,0.8647563086335198
1981-01-14 15:00:00,1.1802158427929372,4.940515992773246,1.7703284225806453,0.4010488030503979,0.8992978168935485,0.8647563086335198
1981-01-14 16:00:00,1.1802158427929372,4.940515992773246,1.7703284225806453,0.4010488030503979,0.8992978168935485,0.8647563086335198
1981-01-14 17:00:00,1.1802158427929372,4.940515992773246,1.7703284225806453,0.4010488030503979,0.8992978168935485,0.8647563086335198
1981-01-14 18:00:00,1.1802158427929372,4.940515992773246,1.7703284225806453,0.4010488030503979,0.8992978168935485,0.8647563086335198
1981-01-14 19:00:00,1.1802158427929372,4.940515992773246,1.7703284225806453,0.4010488030503979,0.8992978168935485,0.8647563086335198
1981-01-14 20:00:00,1.1802158427929372,4.940515992773246,1.7703284225806453,0.4010488030503979,0.8992978168935485,0.8647563086335198
1981-01-14 21:00:00,1.1802158427929372,4.940515992773246,1.7703284225806453,0.4010488030503979,0.8992978168935485,0.8647563086335198
